Year,State,PHYSHLTH,MENTHLTH
1996,Oklahoma,12.485507246376812,13.572463768115941
1996,Oregon,9.45956607495069,10.201183431952662
1996,Pennsylvania,10.96579476861167,11.480885311871228
1996,Rhode Island,10.351791530944626,10.876221498371336
1996,South Carolina,11.422018348623853,13.697247706422019
1996,South Dakota,8.389162561576354,8.980295566502463
1996,Tennessee,11.165876777251185,11.919431279620854
1996,Texas,10.288617886178862,10.971544715447154
1996,Utah,8.848214285714286,10.160714285714286
1996,Vermont,10.856382978723405,10.88563829787234
1996,Virginia,9.01937984496124,10.313953488372093
1996,Washington,9.515695067264573,10.059790732436472
1996,West Virginia,12.283088235294118,12.8125
1996,Wisconsin,9.292565947242206,10.155875299760192
1996,Wyoming,9.03921568627451,9.406862745098039
1997,Alabama,11.617728531855956,11.858725761772853
1997,Alaska,8.839449541284404,10.064220183486238
1997,Arizona,13.173913043478262,14.36231884057971
1997,Arkansas,15.524096385542169,17.481927710843372
1997,California,10.143638850889193,10.930232558139535
1997,Colorado,9.083333333333334,10.46
1997,Connecticut,10.636085626911315,11.385321100917432
1997,Delaware,12.875739644970414,13.7603550295858
1997,Florida,11.768316831683169,13.172277227722772
1997,Georgia,10.286764705882353,11.566176470588236
1997,Idaho,10.08560794044665,10.913151364764268
1997,Illinois,9.906890130353817,9.39292364990689
1997,Indiana,9.806521739130435,11.236956521739131
1997,Iowa,9.580470162748643,10.014466546112116
1997,Kansas,8.350467289719626,9.392523364485982
1997,Kentucky,17.968220338983052,21.353813559322035
1997,Louisiana,10.175373134328359,11.712686567164178
1997,Maine,11.973799126637555,12.580786026200874
1997,Maryland,10.243847874720357,10.988814317673379
1997,Massachusetts,10.042402826855124,10.353356890459365
1997,Michigan,10.029339853300733,10.821515892420537
1997,Minnesota,8.158002038735983,9.160040774719674
1997,Mississippi,10.354497354497354,12.973544973544973
1997,Missouri,10.496478873239436,11.038732394366198
1997,Montana,7.842105263157895,9.7165991902834
1997,Nebraska,10.634760705289672,10.700251889168765
1997,Nevada,8.95483870967742,10.154838709677419
1997,New Hampshire,9.076595744680851,9.8
1997,New Jersey,10.21195652173913,11.0
1997,New Mexico,10.903448275862068,10.741379310344827
1997,New York,10.004166666666666,11.541666666666666
1997,North Carolina,11.088235294117647,12.42156862745098
1997,North Dakota,9.859060402684564,10.53020134228188
1997,Ohio,11.47962382445141,12.282131661442007
1997,Oklahoma,13.482758620689655,13.26896551724138
1997,Oregon,9.461279461279462,10.099326599326599
1997,Pennsylvania,10.60120240480962,11.82565130260521
1997,Rhode Island,11.116935483870968,11.391129032258064
1997,South Carolina,11.382857142857143,12.834285714285715
1997,South Dakota,8.78594249201278,9.722044728434504
1997,Tennessee,12.392785571142285,12.138276553106213
1997,Texas,9.150273224043715,10.620218579234972
1997,Utah,8.913821138211382,9.596747967479676
1997,Vermont,8.962085308056873,10.362559241706162
1997,Virginia,7.703092783505155,10.632989690721649
1997,Washington,9.183168316831683,9.534653465346535
1997,West Virginia,13.708333333333334,13.690972222222221
1997,Wisconsin,9.251968503937007,8.671916010498688
1997,Wyoming,8.830985915492958,10.174647887323944
1998,Alabama,12.418604651162791,13.457364341085272
1998,Alaska,9.091216216216216,9.614864864864865
1998,Arizona,12.955882352941176,13.264705882352942
1998,Arkansas,14.132530120481928,15.012048192771084
1998,California,9.882014388489209,9.890647482014389
1998,Colorado,8.941176470588236,9.737024221453288
1998,Connecticut,8.967667436489608,11.364896073903003
1998,Delaware,14.828,15.668
1998,Florida,12.072390572390573,13.287878787878787
1998,Georgia,10.954177897574125,11.63611859838275
1998,Idaho,9.800771208226221,10.20694087403599
1998,Illinois,7.691810344827586,9.157327586206897
1998,Indiana,9.138766519823788,9.731277533039648
1998,Iowa,8.87848932676519,9.394088669950738
1998,Kansas,9.594594594594595,11.357142857142858
1998,Kentucky,18.470588235294116,22.17401960784314
1998,Louisiana,11.039408866995075,12.339901477832512
1998,Maine,11.371040723981901,11.371040723981901
1998,Maryland,9.38664323374341,10.710017574692444
1998,Massachusetts,9.971736204576043,11.94885598923284
1998,Michigan,10.265625,11.131696428571429
1998,Minnesota,7.119842829076621,8.014734774066797
1998,Mississippi,11.269461077844312,12.820359281437126
1998,Missouri,11.318181818181818,11.701818181818181
1998,Montana,10.008264462809917,11.673553719008265
1998,Nebraska,9.997512437810945,11.156716417910447
1998,Nevada,9.765395894428153,10.258064516129032
1998,New Hampshire,9.85135135135135,10.13963963963964
1998,New Jersey,9.607784431137725,10.907185628742514
1998,New Mexico,11.188498402555911,11.15814696485623
1998,New York,10.241379310344827,11.374005305039788
1998,North Carolina,12.893203883495145,11.867313915857606
1998,North Dakota,8.670454545454545,10.253787878787879
1998,Ohio,11.101449275362318,11.772946859903382
1998,Oklahoma,10.666666666666666,12.471264367816092
1998,Oregon,9.216617210682493,10.759643916913946
1998,Pennsylvania,10.873563218390805,12.128352490421456
1998,Rhode Island,10.304347826086957,12.007905138339922
1998,South Carolina,11.108910891089108,13.193069306930694
1998,South Dakota,9.69047619047619,10.956349206349206
1998,Tennessee,11.12890625,11.943359375
1998,Texas,10.556117290192113,11.924165824064712
1998,Utah,9.315614617940199,9.750830564784053
1998,Vermont,9.484777517564403,10.587822014051522
1998,Virginia,9.028119507908611,10.267135325131811
1998,Washington,8.228934817170112,8.818759936406995
1998,West Virginia,12.838056680161943,14.299595141700404
1998,Wisconsin,8.515892420537897,8.965770171149144
1998,Wyoming,8.896805896805898,9.523341523341523
1999,Alabama,12.186732186732186,11.530712530712531
1999,Alaska,10.24702380952381,10.071428571428571
1999,Arizona,7.329113924050633,9.139240506329115
1999,Arkansas,11.245019920318725,12.129482071713147
1999,California,10.23150684931507,10.126027397260273
1999,Colorado,9.167796610169491,9.55593220338983
1999,Connecticut,9.530864197530864,10.794238683127572
1999,Delaware,9.635443037974683,10.764556962025317
1999,Florida,12.666193181818182,13.666193181818182
1999,Georgia,10.397435897435898,12.801282051282051
1999,Idaho,9.46188850967008,10.01023890784983
1999,Illinois,9.64818763326226,10.181236673773988
1999,Indiana,9.494802494802494,9.991683991683992
1999,Iowa,9.743068391866913,10.304990757855823
1999,Kansas,9.368869936034114,10.59275053304904
1999,Kentucky,17.25094696969697,19.37878787878788
1999,Louisiana,11.803493449781659,13.960698689956331
1999,Maine,13.268518518518519,12.416666666666666
1999,Maryland,9.236728837876614,11.30703012912482
1999,Massachusetts,10.314980793854033,11.154929577464788
1999,Michigan,9.92654028436019,11.450236966824644
1999,Minnesota,9.022140221402214,9.729397293972939
1999,Mississippi,11.853035143769969,13.236421725239616
1999,Missouri,10.657894736842104,10.893188854489164
1999,Montana,9.482142857142858,10.353571428571428
1999,Nebraska,10.787179487179488,11.566666666666666
1999,Nevada,9.177083333333334,9.908333333333333
1999,New Hampshire,9.158371040723981,10.53393665158371
1999,New Jersey,9.28641975308642,10.320987654320987
1999,New Mexico,11.75,11.532934131736527
1999,New York,9.017621145374449,9.700440528634362
1999,North Carolina,13.263313609467456,13.20414201183432
1999,North Dakota,9.212765957446809,9.308510638297872
1999,Ohio,10.647058823529411,10.004524886877828
1999,Oklahoma,10.156521739130435,12.12463768115942
1999,Oregon,9.961002785515321,10.910863509749303
1999,Pennsylvania,10.883629191321498,11.759368836291912
1999,Rhode Island,9.896729776247849,10.46987951807229
1999,South Carolina,11.328798185941043,12.943310657596372
1999,South Dakota,9.645901639344263,10.6327868852459
1999,Tennessee,10.1948310139165,11.337972166998012
1999,Texas,10.242753623188406,10.934782608695652
1999,Utah,9.27426810477658,9.325115562403697
1999,Vermont,9.064655172413794,10.454741379310345
1999,Virginia,8.965174129353233,10.260364842454395
1999,Washington,9.43778801843318,9.341013824884792
1999,West Virginia,15.121875,15.90625
1999,Wisconsin,9.157772621809745,9.016241299303944
1999,Wyoming,9.41081081081081,9.708108108108108
2000,Alabama,12.004962779156328,11.498759305210918
2000,Alaska,8.52199413489736,9.513196480938417
2000,Arizona,11.763157894736842,11.189473684210526
2000,Arkansas,11.696324951644101,11.785299806576402
2000,California,9.80437756497948,9.555403556771546
2000,Colorado,10.068817204301075,10.088172043010752
2000,Connecticut,9.176470588235293,10.513235294117647
2000,Delaware,10.953246753246754,12.763636363636364
2000,Florida,11.842647058823529,13.347058823529412
2000,Georgia,10.437699680511182,12.244408945686901
2000,Idaho,9.396206533192835,10.799789251844047
2000,Illinois,9.317434210526315,9.827302631578947
2000,Indiana,10.42685370741483,10.97194388777555
2000,Iowa,9.560344827586206,9.482758620689655
2000,Kansas,9.484756097560975,10.669207317073171
2000,Kentucky,17.267052023121387,18.826589595375722
2000,Louisiana,11.950653120464441,12.67198838896952
2000,Maine,11.403927068723704,12.53015427769986
2000,Maryland,9.26953125,10.287760416666666
2000,Massachusetts,9.73079365079365,10.746666666666666
2000,Michigan,9.828633405639913,11.290672451193059
2000,Minnesota,7.975143403441683,9.27342256214149
2000,Mississippi,11.988200589970502,13.421828908554572
2000,Missouri,10.495283018867925,12.29874213836478
2000,Montana,10.502747252747254,10.728021978021978
2000,Nebraska,10.335839598997493,10.68170426065163
2000,Nevada,9.118811881188119,8.490099009900991
2000,New Hampshire,9.243727598566307,10.813620071684587
2000,New Jersey,9.885271317829458,10.95968992248062
2000,New Mexico,10.560975609756097,11.233449477351916
2000,New York,9.005272407732864,9.571177504393674
2000,North Carolina,12.224824355971897,12.234192037470725
2000,North Dakota,8.905797101449275,9.48913043478261
2000,Ohio,10.289562289562289,11.260942760942761
2000,Oklahoma,12.512261580381471,12.85558583106267
2000,Oregon,10.00379746835443,10.070886075949367
2000,Pennsylvania,9.677830940988835,10.236044657097288
2000,Rhode Island,10.803571428571429,11.425324675324676
2000,South Carolina,11.430799220272904,12.385964912280702
2000,South Dakota,9.445288753799392,10.495440729483283
2000,Tennessee,11.611973392461197,12.206208425720622
2000,Texas,9.899435028248588,11.098305084745762
2000,Utah,8.8304,10.0048
2000,Vermont,9.121262458471762,10.418604651162791
2000,Virginia,7.976331360946745,10.13905325443787
2000,Washington,9.085168869309838,9.516886930983848
2000,West Virginia,15.903394255874673,15.566579634464752
2000,Wisconsin,9.695507487520798,9.805324459234608
2000,Wyoming,9.407035175879397,10.381909547738694
2001,Alabama,12.073756432246999,12.825042881646656
2001,Alaska,9.859022556390977,10.49436090225564
2001,Arizona,11.612540192926046,11.918006430868168
2001,Arkansas,12.046511627906977,12.286821705426357
2001,California,10.07561929595828,10.70013037809648
2001,Colorado,9.087078651685394,11.036516853932584
2001,Connecticut,10.245874587458745,10.948844884488448
2001,Delaware,10.422932330827068,12.37593984962406
2001,Florida,11.193215339233038,11.825958702064897
2001,Georgia,10.903047091412743,12.549861495844876
2001,Idaho,10.13013698630137,10.851598173515981
2001,Illinois,9.02373887240356,10.037091988130564
2001,Indiana,9.706128133704736,11.059888579387186
2001,Iowa,10.139622641509433,10.579245283018867
2001,Kansas,9.316890881913304,11.168908819133035
2001,Kentucky,16.831491712707184,20.223756906077348
2001,Louisiana,12.272161741835149,13.225505443234837
2001,Maine,12.384615384615385,12.407692307692308
2001,Maryland,9.784313725490197,11.694677871148459
2001,Massachusetts,10.426490066225165,11.552980132450331
2001,Michigan,10.517385257301807,10.930458970792767
2001,Minnesota,8.041610738255034,8.587919463087248
2001,Mississippi,13.189361702127659,13.451063829787234
2001,Missouri,11.118483412322275,12.153238546603475
2001,Montana,12.468446601941748,13.470873786407767
2001,Nebraska,11.295555555555556,12.328888888888889
2001,Nevada,9.227005870841488,10.360078277886497
2001,New Hampshire,9.456168831168831,10.691558441558442
2001,New Jersey,11.425357873210634,12.291411042944786
2001,New Mexico,12.082077051926298,12.127303182579565
2001,New York,10.028490028490028,10.763532763532764
2001,North Carolina,11.775962660443406,12.352392065344224
2001,North Dakota,8.251948051948052,9.197402597402597
2001,Ohio,10.155322862129145,10.74869109947644
2001,Oklahoma,13.19475138121547,14.337016574585636
2001,Oregon,10.84,11.052
2001,Pennsylvania,9.6784,11.6832
2001,Rhode Island,10.766367137355584,11.61232349165597
2001,South Carolina,11.571428571428571,12.806949806949808
2001,South Dakota,9.93607305936073,10.95738203957382
2001,Tennessee,12.28361858190709,12.65036674816626
2001,Texas,10.36986301369863,11.47418335089568
2001,Utah,9.25765306122449,9.599489795918368
2001,Vermont,10.284923928077456,11.206085753803595
2001,Virginia,9.537878787878787,10.643939393939394
2001,Washington,9.319719953325555,9.931155192532088
2001,West Virginia,14.346534653465346,14.818481848184819
2001,Wisconsin,8.760387811634349,9.401662049861496
2001,Wyoming,9.362704918032787,10.389344262295081
2002,Alaska,9.9296875,10.377604166666666
2002,California,9.814432989690722,9.776632302405499
2002,Idaho,10.405475880052151,10.967405475880053
2002,Illinois,9.76943005181347,10.678756476683938
2002,Iowa,9.119733924611973,10.764966740576497
2002,Kansas,8.361247947454844,10.886699507389162
2002,Kentucky,17.388576779026216,19.739700374531836
2002,Minnesota,8.488111888111888,9.657342657342657
2002,Missouri,12.481333333333334,13.553333333333333
2002,New Jersey,9.412903225806451,10.427956989247312
2002,New Mexico,11.040178571428571,11.65327380952381
2002,New York,9.00453172205438,10.332326283987916
2002,North Carolina,12.159912376779847,13.240963855421686
2002,Oregon,9.389863547758285,10.787524366471734
2002,Rhode Island,10.476112026359143,11.86161449752883
2002,South Carolina,10.968436154949785,12.352941176470589
2002,Texas,9.804147465437788,11.271889400921658
2002,Utah,8.812849162011172,10.087988826815643
2002,Virginia,9.496021220159152,11.0
2002,Washington,9.27304964539007,10.174940898345154
2002,Wyoming,9.773480662983426,10.959484346224677
2003,Alabama,12.909509202453988,13.480061349693251
2003,Alaska,9.501193317422434,10.050119331742243
2003,Arizona,12.144312393887946,12.280135823429541
2003,Arkansas,11.811842105263159,12.656578947368422
2003,California,10.715359828141784,11.047261009667025
2003,Colorado,9.835051546391753,10.294550810014728
2003,Connecticut,9.908196721311475,10.884153005464482
2003,Delaware,10.631818181818181,11.271212121212121
2003,Florida,14.908602150537634,13.865591397849462
2003,Georgia,11.494795836669336,12.579663730984787
2003,Idaho,10.873456790123457,10.822016460905349
2003,Illinois,9.72972972972973,10.280846063454758
2003,Indiana,11.39781746031746,12.052579365079366
2003,Iowa,9.78397212543554,10.210801393728223
2003,Kansas,10.393687707641195,10.812292358803987
2003,Kentucky,17.59170653907496,19.322169059011163
2003,Louisiana,12.901875901875902,13.578643578643579
2003,Maine,12.46135265700483,12.446859903381643
2003,Maryland,9.987903225806452,11.13978494623656
2003,Massachusetts,10.925438596491228,11.847222222222221
2003,Michigan,11.247838616714697,11.265129682997118
2003,Minnesota,8.329131652661065,9.19047619047619
2003,Mississippi,13.049479166666666,13.744791666666666
2003,Missouri,12.641288433382138,12.720351390922401
2003,Montana,11.637636080870918,11.29860031104199
2003,Nebraska,10.46962962962963,10.394074074074075
2003,Nevada,10.543672014260249,11.003565062388592
2003,New Hampshire,10.901808785529715,11.684754521963825
2003,New Jersey,10.476060935799783,11.62513601741023
2003,New Mexico,11.76130389064143,12.774973711882229
2003,New York,10.137435897435898,10.625641025641025
2003,North Carolina,13.601903251387787,14.467882632831087
2003,North Dakota,9.530892448512585,9.8558352402746
2003,Ohio,11.413432835820895,11.907462686567165
2003,Oklahoma,13.19420783645656,14.113287904599659
2003,Oregon,11.110599078341014,11.419354838709678
2003,Pennsylvania,10.5232,10.9696
2003,Rhode Island,11.224928366762178,12.088825214899714
2003,South Carolina,11.312925170068027,12.44703595724004
2003,South Dakota,10.766666666666667,11.177777777777777
2003,Tennessee,12.751861042183624,13.124069478908188
2003,Texas,10.831834532374101,11.509892086330936
2003,Utah,9.011479591836734,10.0
2003,Vermont,10.7,10.752054794520548
2003,Virginia,10.966887417218542,11.996688741721854
2003,Washington,10.989440639269406,11.069634703196346
2003,West Virginia,14.851632047477745,15.078635014836795
2003,Wisconsin,9.678431372549019,10.17908496732026
2003,Wyoming,11.043956043956044,11.131868131868131
2004,Alabama,13.737003058103976,14.27217125382263
2004,Alaska,10.3875,10.6475
2004,Arizona,11.923366834170855,11.782663316582914
2004,Arkansas,11.91523178807947,12.920529801324504
2004,California,10.141316073354908,10.501618122977346
2004,Colorado,10.710191082802547,10.63375796178344
2004,Connecticut,10.080645161290322,10.940860215053764
2004,Delaware,10.625531914893617,11.473758865248227
2004,Florida,12.769561478933792,13.100601891659501
2004,Georgia,12.233990147783251,13.36576354679803
2004,Idaho,11.123949579831933,11.165966386554622
2004,Illinois,10.014513788098693,9.62844702467344
2004,Indiana,11.236316246741964,11.696785403996525
2004,Iowa,10.170520231213873,10.589595375722544
2004,Kansas,11.26048951048951,11.259615384615385
2004,Kentucky,17.181146025878004,18.884473197781887
2004,Louisiana,12.177276390008059,13.505237711522966
2004,Maine,11.432387312186979,12.297161936560935
2004,Maryland,10.820193637621024,10.608575380359612
2004,Massachusetts,11.186693822131703,12.085539714867616
2004,Michigan,11.053610503282275,11.0054704595186
2004,Minnesota,9.394574599260173,9.812577065351418
2004,Mississippi,14.284324324324324,14.88864864864865
2004,Missouri,13.032786885245901,12.802017654476671
2004,Montana,12.035629453681711,11.368171021377671
2004,Nebraska,10.943548387096774,11.030465949820789
2004,Nevada,10.370967741935484,10.654121863799283
2004,New Hampshire,12.147286821705427,11.939276485788113
2004,New Jersey,11.760804020100503,12.029145728643217
2004,New Mexico,12.368204283360791,12.480230642504118
2004,New York,10.733760292772187,11.074107959743824
2004,North Carolina,13.652303120356612,14.737493808816245
2004,North Dakota,9.002267573696145,9.124716553287982
2004,Ohio,12.352549889135256,13.168514412416851
2004,Oklahoma,13.234972677595628,13.76775956284153
2004,Oregon,11.735922330097088,12.3873786407767
2004,Pennsylvania,11.299543378995434,11.514155251141553
2004,Rhode Island,12.069060773480663,12.8646408839779
2004,South Carolina,12.656199677938808,12.829307568438002
2004,South Dakota,11.723241590214068,12.029051987767584
2004,Tennessee,12.714759535655059,14.039800995024876
2004,Texas,11.281057268722467,11.716299559471366
2004,Utah,9.172888015717092,10.055009823182711
2004,Vermont,10.898477157360405,10.761421319796954
2004,Virginia,11.084953940634596,11.759467758444217
2004,Washington,11.348148148148148,11.654518518518518
2004,West Virginia,15.5284178187404,15.732718894009217
2004,Wisconsin,9.985832349468714,9.997638724911452
2004,Wyoming,11.057993730407523,11.268025078369906
2005,Alabama,13.846534653465346,13.597359735973598
2005,Alaska,11.205944798301486,10.62208067940552
2005,Arizona,13.121457489878543,12.167341430499325
2005,Arkansas,12.462075848303392,12.3562874251497
2005,California,10.49798549556809,10.298146655922643
2005,Colorado,10.037593984962406,10.41890440386681
2005,Connecticut,10.508813160987074,11.012925969447709
2005,Delaware,10.395634379263301,11.185538881309686
2005,Florida,12.401459854014599,13.245255474452554
2005,Georgia,12.955238095238096,13.597142857142858
2005,Idaho,11.005385996409336,10.745062836624776
2005,Illinois,9.692743764172336,10.8140589569161
2005,Indiana,10.983931947069943,11.667296786389414
2005,Iowa,10.904183535762483,11.105263157894736
2005,Kansas,11.869796279893711,12.350752878653676
2005,Kentucky,16.07301293900185,17.412199630314234
2005,Louisiana,12.518817204301076,13.873655913978494
2005,Maine,12.07539118065434,12.229018492176387
2005,Maryland,10.475852272727273,11.357244318181818
2005,Massachusetts,11.72305682560418,11.905943827563684
2005,Michigan,11.827586206896552,11.795566502463053
2005,Minnesota,8.99054820415879,9.383742911153119
2005,Mississippi,13.394736842105264,14.736842105263158
2005,Missouri,12.28099173553719,12.110537190082646
2005,Montana,12.174019607843137,11.955882352941176
2005,Nebraska,11.4352422907489,11.274008810572687
2005,Nevada,11.118564742589703,10.873634945397816
2005,New Hampshire,11.116596638655462,11.39810924369748
2005,New Jersey,11.599245638849599,11.707213578500708
2005,New Mexico,13.367588932806324,12.82411067193676
2005,New York,10.361657303370787,10.932584269662922
2005,North Carolina,12.740901898734178,13.365506329113924
2005,North Dakota,9.279359430604982,9.839857651245552
2005,Ohio,12.002846975088968,11.876156583629893
2005,Oklahoma,14.61388196176226,14.538237738985869
2005,Oregon,11.875930521091812,11.327129859387924
2005,Pennsylvania,11.63237639553429,12.003987240829346
2005,Rhode Island,12.278538812785389,12.359208523592086
2005,South Carolina,12.319236016371077,12.644611186903138
2005,South Dakota,11.419191919191919,11.414141414141413
2005,Tennessee,14.096862210095498,14.115961800818553
2005,Texas,12.573951434878587,12.501103752759382
2005,Utah,10.204608294930875,9.672811059907835
2005,Vermont,10.438344594594595,10.527871621621621
2005,Virginia,11.230679156908666,11.509367681498828
2005,Washington,11.260879792989885,11.033874382498235
2005,West Virginia,14.771388499298737,15.754558204768584
2005,Wisconsin,10.92,10.656666666666666
2005,Wyoming,11.091575091575091,10.692307692307692
2006,Alabama,13.80190174326466,13.941362916006339
2006,Alaska,11.51086956521739,10.967391304347826
2006,Arizona,12.388961892247043,12.216819973718792
2006,Arkansas,13.087272727272728,12.63
2006,California,10.757861635220126,10.65566037735849
2006,Colorado,10.619212962962964,10.407407407407407
2006,Connecticut,11.433641975308642,11.368055555555555
2006,Delaware,11.079561042524006,11.62962962962963
2006,Florida,13.075157773952954,13.138267355134825
2006,Georgia,13.014539579967689,12.923263327948304
2006,Idaho,11.283937823834197,11.796891191709845
2006,Illinois,9.861290322580645,9.718279569892474
2006,Indiana,12.028478437754272,11.54759967453214
2006,Iowa,11.49051094890511,10.725547445255474
2006,Kansas,11.389830508474576,11.88050847457627
2006,Kentucky,16.64797507788162,16.74532710280374
2006,Louisiana,12.720766129032258,14.04133064516129
2006,Maine,11.557692307692308,12.140532544378699
