State_Abbrev,Year,Gas_Per_Gallon
MA,2012,3.6537983333333326
MD,2012,3.6067847619047617
ME,2012,3.751441904761905
MI,2012,3.448867380952381
MN,2012,3.5465109523809524
MO,2012,3.3693059523809517
MS,2012,3.3849771428571427
MT,2012,3.5923190476190476
NC,2012,3.5465109523809524
ND,2012,3.6851407142857138
NE,2012,3.567004047619047
NH,2012,3.642949047619047
NJ,2012,3.476593333333333
NM,2012,3.5211959523809524
NV,2012,3.652592857142857
NY,2012,3.639332619047619
OH,2012,3.571825952380952
OK,2012,3.3765388095238094
OR,2012,3.7466199999999996
PA,2012,3.6851407142857138
RI,2012,3.7430035714285714
SC,2012,3.3379635714285714
SD,2012,3.5923190476190476
TN,2012,3.4259633333333332
TX,2012,3.3922099999999995
US,2012,3.545305476190476
UT,2012,3.589908095238095
VA,2012,3.4440454761904764
VT,2012,3.770729523809524
WA,2012,3.793633571428571
WI,2012,3.6465654761904758
WV,2012,3.7176885714285715
WY,2012,3.363278571428571
AK,2013,4.194228571428572
AL,2013,3.271016190476191
AR,2013,3.310789047619048
AZ,2013,3.373461428571429
CA,2013,3.7446747619047622
CO,2013,3.3927452380952383
CT,2013,3.682002380952381
DC,2013,3.665129047619048
DE,2013,3.4855485714285717
FL,2013,3.325251904761905
GA,2013,3.21437
HI,2013,4.19543380952381
IA,2013,3.3843085714285714
ID,2013,3.5349633333333332
IL,2013,3.4445704761904765
IN,2013,3.327662380952381
KS,2013,3.3614090476190475
KY,2013,3.44216
LA,2013,3.2890947619047615
MA,2013,3.555452380952381
MD,2013,3.502421904761905
ME,2013,3.6603080952380957
MI,2013,3.363819523809524
MN,2013,3.4807276190476193
MO,2013,3.2842738095238095
MS,2013,3.2830685714285712
MT,2013,3.5205004761904766
NC,2013,3.4626490476190477
ND,2013,3.5940200000000004
NE,2013,3.477111904761905
NH,2013,3.5530419047619053
NJ,2013,3.3758719047619055
NM,2013,3.4156447619047623
NV,2013,3.51206380952381
NY,2013,3.5458104761904767
OH,2013,3.4674700000000005
OK,2013,3.2927104761904764
OR,2013,3.6024566666666664
PA,2013,3.578351904761905
RI,2013,3.6506661904761906
SC,2013,3.2577585714285715
SD,2013,3.502421904761905
TN,2013,3.3409199999999997
TX,2013,3.2975314285714283
US,2013,3.4469809523809523
UT,2013,3.51809
VA,2013,3.3626142857142858
VT,2013,3.678386666666667
WA,2013,3.6060723809523814
WI,2013,3.555452380952381
WV,2013,3.630177142857143
WY,2013,3.2951209523809526
AK,2014,4.056433333333333
AL,2014,3.1179238095238095
AR,2014,3.1552714285714285
AZ,2014,3.2637
CA,2014,3.61187619047619
CO,2014,3.3155047619047613
CT,2014,3.5371809523809525
DC,2014,3.5444095238095237
DE,2014,3.369719047619047
FL,2014,3.185390476190476
GA,2014,3.0950333333333333
HI,2014,4.057638095238095
IA,2014,3.235990476190476
ID,2014,3.446823809523809
IL,2014,3.2926142857142855
IN,2014,3.180571428571428
KS,2014,3.2143047619047618
KY,2014,3.2902047619047616
LA,2014,3.1347904761904757
MA,2014,3.420319047619048
MD,2014,3.3853809523809524
ME,2014,3.5154952380952373
MI,2014,3.2155095238095237
MN,2014,3.281771428571428
MO,2014,3.1396095238095234
MS,2014,3.1287666666666665
MT,2014,3.432366666666666
NC,2014,3.3335761904761902
ND,2014,3.4347761904761906
NE,2014,3.323938095238095
NH,2014,3.413090476190476
NJ,2014,3.2637
NM,2014,3.255266666666666
NV,2014,3.397428571428571
NY,2014,3.4167047619047617
OH,2014,3.3420095238095238
OK,2014,3.1468380952380954
OR,2014,3.4853761904761904
PA,2014,3.4600761904761903
RI,2014,3.5070619047619043
SC,2014,3.1371999999999995
SD,2014,3.3480333333333325
TN,2014,3.192619047619048
TX,2014,3.1384047619047615
US,2014,3.3106857142857145
UT,2014,3.429957142857142
VA,2014,3.237195238095238
VT,2014,3.5335666666666663
WA,2014,3.5227238095238094
WI,2014,3.3986333333333327
WV,2014,3.4950142857142854
WY,2014,3.2131
AK,2015,3.3299619047619045
AL,2015,2.1878476190476186
AR,2015,2.213147619047619
AZ,2015,2.6793904761904757
CA,2015,3.0661190476190474
CO,2015,2.355309523809524
CT,2015,2.499880952380952
DC,2015,2.5673476190476188
DE,2015,2.440847619047619
FL,2015,2.2697714285714286
GA,2015,2.2023047619047618
HI,2015,3.3311666666666664
IA,2015,2.3215761904761902
ID,2015,2.520361904761905
IL,2015,2.362538095238095
IN,2015,2.2830238095238093
KS,2015,2.3059142857142856
KY,2015,2.360128571428571
LA,2015,2.198690476190476
MA,2015,2.4203666666666663
MD,2015,2.452895238095238
ME,2015,2.4854238095238093
MI,2015,2.3071190476190475
MN,2015,2.387838095238095
MO,2015,2.2529047619047615
MS,2015,2.19507619047619
MT,2015,2.5083142857142855
NC,2015,2.3721761904761904
ND,2015,2.464942857142857
NE,2015,2.3854285714285717
NH,2015,2.413138095238095
NJ,2015,2.363742857142857
NM,2015,2.2830238095238093
NV,2015,2.789023809523809
NY,2015,2.464942857142857
OH,2015,2.3818142857142854
OK,2015,2.2577238095238092
OR,2015,2.8601047619047613
PA,2015,2.5059047619047616
RI,2015,2.4793999999999996
SC,2015,2.2324238095238096
SD,2015,2.4022952380952383
TN,2015,2.291457142857143
TX,2015,2.1998952380952383
US,2015,2.4336190476190476
UT,2015,2.507109523809523
VA,2015,2.3035047619047617
VT,2015,2.4974714285714286
WA,2015,2.691438095238095
WI,2015,2.438438095238095
WV,2015,2.4866285714285716
WY,2015,2.349285714285714
