State,   TAVG,   TMIN,   TMAX,Date,Year,Month
Nebraska,71.8,59.4,84.1,1996-07-01,1996,7
Nebraska,70.6,58.9,82.3,1996-08-01,1996,8
Nebraska,60.3,48.9,71.7,1996-09-01,1996,9
Nebraska,50.8,36.6,65.0,1996-10-01,1996,10
Nebraska,30.0,20.5,39.5,1996-11-01,1996,11
Nebraska,22.8,11.9,33.7,1996-12-01,1996,12
Nebraska,21.2,9.5,32.8,1997-01-01,1997,1
Nebraska,29.4,19.6,39.3,1997-02-01,1997,2
Nebraska,40.2,25.2,55.1,1997-03-01,1997,3
Nebraska,42.4,30.4,54.4,1997-04-01,1997,4
Nebraska,55.2,41.7,68.8,1997-05-01,1997,5
Nebraska,69.4,56.6,82.3,1997-06-01,1997,6
Nebraska,74.2,61.3,87.1,1997-07-01,1997,7
Nebraska,71.1,59.2,82.9,1997-08-01,1997,8
Nebraska,64.9,51.9,77.9,1997-09-01,1997,9
Nebraska,51.6,38.4,64.7,1997-10-01,1997,10
Nebraska,34.6,23.1,46.1,1997-11-01,1997,11
Nebraska,29.4,20.4,38.3,1997-12-01,1997,12
Nebraska,26.6,15.8,37.4,1998-01-01,1998,1
Nebraska,35.2,26.2,44.1,1998-02-01,1998,2
Nebraska,31.8,22.3,41.4,1998-03-01,1998,3
Nebraska,47.4,34.8,60.0,1998-04-01,1998,4
Nebraska,61.9,48.3,75.5,1998-05-01,1998,5
Nebraska,65.0,52.5,77.6,1998-06-01,1998,6
Nebraska,75.3,63.8,86.7,1998-07-01,1998,7
Nebraska,73.4,61.1,85.6,1998-08-01,1998,8
Nebraska,69.1,54.4,83.8,1998-09-01,1998,9
Nebraska,51.7,40.0,63.3,1998-10-01,1998,10
Nebraska,40.6,30.2,51.1,1998-11-01,1998,11
Nebraska,29.3,16.0,42.6,1998-12-01,1998,12
Nebraska,26.4,15.1,37.7,1999-01-01,1999,1
Nebraska,37.0,24.0,50.0,1999-02-01,1999,2
Nebraska,39.2,26.3,52.0,1999-03-01,1999,3
Nebraska,47.1,36.2,57.9,1999-04-01,1999,4
Nebraska,58.2,45.8,70.5,1999-05-01,1999,5
Nebraska,66.9,55.6,78.2,1999-06-01,1999,6
Nebraska,76.1,63.5,88.7,1999-07-01,1999,7
Nebraska,71.8,59.2,84.4,1999-08-01,1999,8
Nebraska,60.3,46.0,74.7,1999-09-01,1999,9
Nebraska,51.2,34.9,67.5,1999-10-01,1999,10
Nebraska,45.0,29.2,60.9,1999-11-01,1999,11
Nebraska,32.5,20.2,44.8,1999-12-01,1999,12
Nebraska,28.6,16.4,40.7,2000-01-01,2000,1
Nebraska,35.0,22.3,47.7,2000-02-01,2000,2
Nebraska,41.9,29.3,54.6,2000-03-01,2000,3
Nebraska,48.7,33.6,63.9,2000-04-01,2000,4
Nebraska,61.6,48.0,75.1,2000-05-01,2000,5
Nebraska,67.6,53.1,82.0,2000-06-01,2000,6
Nebraska,75.2,62.2,88.0,2000-07-01,2000,7
Nebraska,76.4,62.6,90.2,2000-08-01,2000,8
Nebraska,64.5,49.1,80.0,2000-09-01,2000,9
Nebraska,52.7,39.6,65.9,2000-10-01,2000,10
Nebraska,28.2,18.0,38.4,2000-11-01,2000,11
Nebraska,18.7,8.7,28.6,2000-12-01,2000,12
Nebraska,27.5,16.6,38.4,2001-01-01,2001,1
Nebraska,22.0,12.8,31.3,2001-02-01,2001,2
Nebraska,35.8,25.4,46.1,2001-03-01,2001,3
Nebraska,50.6,37.7,63.5,2001-04-01,2001,4
Nebraska,59.8,47.6,71.9,2001-05-01,2001,5
Nebraska,68.5,55.1,81.8,2001-06-01,2001,6
Nebraska,77.1,64.9,89.2,2001-07-01,2001,7
Nebraska,73.9,60.4,87.4,2001-08-01,2001,8
Nebraska,63.6,50.3,76.9,2001-09-01,2001,9
Nebraska,51.0,36.6,65.3,2001-10-01,2001,10
Nebraska,43.9,30.0,57.7,2001-11-01,2001,11
Nebraska,30.3,18.8,41.9,2001-12-01,2001,12
Nebraska,29.5,16.9,42.2,2002-01-01,2002,1
Nebraska,31.8,17.8,45.8,2002-02-01,2002,2
Nebraska,30.1,17.9,42.3,2002-03-01,2002,3
Nebraska,49.9,35.6,64.3,2002-04-01,2002,4
Nebraska,56.0,42.1,69.8,2002-05-01,2002,5
Nebraska,73.9,59.9,87.9,2002-06-01,2002,6
Nebraska,78.3,64.0,92.6,2002-07-01,2002,7
Nebraska,73.0,59.8,86.2,2002-08-01,2002,8
Nebraska,64.3,50.9,77.6,2002-09-01,2002,9
Nebraska,44.4,33.5,55.3,2002-10-01,2002,10
Nebraska,37.1,25.1,49.1,2002-11-01,2002,11
Nebraska,31.8,19.0,44.5,2002-12-01,2002,12
Nebraska,26.9,14.5,39.2,2003-01-01,2003,1
Nebraska,25.0,13.6,36.4,2003-02-01,2003,2
Nebraska,38.7,25.4,52.0,2003-03-01,2003,3
Nebraska,50.5,38.0,63.1,2003-04-01,2003,4
Nebraska,57.4,45.2,69.6,2003-05-01,2003,5
Nebraska,66.1,54.0,78.2,2003-06-01,2003,6
Nebraska,76.4,62.0,90.7,2003-07-01,2003,7
Nebraska,75.5,61.6,89.3,2003-08-01,2003,8
Nebraska,61.1,46.1,76.1,2003-09-01,2003,9
Nebraska,54.6,38.9,70.3,2003-10-01,2003,10
Nebraska,34.7,23.6,45.8,2003-11-01,2003,11
Nebraska,30.5,20.3,40.8,2003-12-01,2003,12
Nebraska,24.0,12.4,35.7,2004-01-01,2004,1
Nebraska,26.3,15.2,37.4,2004-02-01,2004,2
Nebraska,43.1,30.5,55.8,2004-03-01,2004,3
Nebraska,50.5,35.9,65.0,2004-04-01,2004,4
Nebraska,60.4,46.9,73.9,2004-05-01,2004,5
Nebraska,65.2,52.7,77.6,2004-06-01,2004,6
Nebraska,71.7,59.2,84.2,2004-07-01,2004,7
Nebraska,68.5,55.0,82.0,2004-08-01,2004,8
Nebraska,66.2,52.4,80.1,2004-09-01,2004,9
Nebraska,52.3,40.0,64.6,2004-10-01,2004,10
Nebraska,38.7,27.6,49.8,2004-11-01,2004,11
Nebraska,30.8,18.9,42.7,2004-12-01,2004,12
Nebraska,23.1,13.4,32.8,2005-01-01,2005,1
Nebraska,34.4,22.2,46.5,2005-02-01,2005,2
Nebraska,39.4,26.1,52.7,2005-03-01,2005,3
Nebraska,49.7,37.2,62.3,2005-04-01,2005,4
Nebraska,57.8,44.2,71.5,2005-05-01,2005,5
Nebraska,70.0,58.4,81.7,2005-06-01,2005,6
Nebraska,75.9,61.9,89.9,2005-07-01,2005,7
Nebraska,72.6,59.6,85.5,2005-08-01,2005,8
Nebraska,67.5,52.8,82.2,2005-09-01,2005,9
Nebraska,51.9,37.6,66.1,2005-10-01,2005,10
Nebraska,41.1,27.4,54.9,2005-11-01,2005,11
Nebraska,25.0,14.7,35.3,2005-12-01,2005,12
Nebraska,37.1,24.1,50.0,2006-01-01,2006,1
Nebraska,28.1,15.1,41.1,2006-02-01,2006,2
Nebraska,36.8,25.4,48.1,2006-03-01,2006,3
Nebraska,53.3,38.7,67.9,2006-04-01,2006,4
Nebraska,61.2,46.6,75.8,2006-05-01,2006,5
Nebraska,71.8,57.7,86.0,2006-06-01,2006,6
Nebraska,77.5,63.4,91.5,2006-07-01,2006,7
Nebraska,72.9,60.5,85.2,2006-08-01,2006,8
Nebraska,58.8,45.9,71.7,2006-09-01,2006,9
Nebraska,48.0,35.0,61.0,2006-10-01,2006,10
Nebraska,37.6,24.1,51.2,2006-11-01,2006,11
Nebraska,30.2,18.4,42.0,2006-12-01,2006,12
Nebraska,21.6,11.4,31.8,2007-01-01,2007,1
Nebraska,23.1,13.3,32.9,2007-02-01,2007,2
Nebraska,45.6,32.8,58.4,2007-03-01,2007,3
Nebraska,46.4,34.5,58.4,2007-04-01,2007,4
Nebraska,62.1,49.4,74.8,2007-05-01,2007,5
Nebraska,69.2,56.7,81.7,2007-06-01,2007,6
Nebraska,76.1,63.4,88.8,2007-07-01,2007,7
Nebraska,75.6,63.8,87.5,2007-08-01,2007,8
Nebraska,64.7,50.8,78.7,2007-09-01,2007,9
Nebraska,53.6,40.2,67.0,2007-10-01,2007,10
Nebraska,39.5,24.8,54.2,2007-11-01,2007,11
Nebraska,22.0,12.0,31.9,2007-12-01,2007,12
Nebraska,21.3,10.3,32.3,2008-01-01,2008,1
Nebraska,26.2,14.6,37.9,2008-02-01,2008,2
Nebraska,37.4,24.4,50.3,2008-03-01,2008,3
Nebraska,44.6,31.6,57.7,2008-04-01,2008,4
Nebraska,56.3,43.3,69.2,2008-05-01,2008,5
Nebraska,67.5,54.4,80.6,2008-06-01,2008,6
Nebraska,75.0,61.6,88.3,2008-07-01,2008,7
Nebraska,71.4,59.0,83.7,2008-08-01,2008,8
Nebraska,62.2,48.7,75.7,2008-09-01,2008,9
Nebraska,50.2,37.3,63.1,2008-10-01,2008,10
Nebraska,38.9,27.5,50.3,2008-11-01,2008,11
Nebraska,21.3,9.5,33.1,2008-12-01,2008,12
Nebraska,25.5,13.0,38.0,2009-01-01,2009,1
Nebraska,31.8,19.2,44.5,2009-02-01,2009,2
Nebraska,37.4,23.4,51.3,2009-03-01,2009,3
Nebraska,46.1,33.7,58.5,2009-04-01,2009,4
Nebraska,59.1,45.9,72.3,2009-05-01,2009,5
Nebraska,66.8,55.3,78.3,2009-06-01,2009,6
Nebraska,70.2,57.8,82.6,2009-07-01,2009,7
Nebraska,69.4,56.5,82.3,2009-08-01,2009,8
Nebraska,61.8,49.3,74.4,2009-09-01,2009,9
Nebraska,42.3,32.7,51.8,2009-10-01,2009,10
Nebraska,42.2,28.9,55.4,2009-11-01,2009,11
Nebraska,18.6,9.1,28.2,2009-12-01,2009,12
Nebraska,22.1,12.8,31.5,2010-01-01,2010,1
Nebraska,23.0,13.5,32.4,2010-02-01,2010,2
Nebraska,39.7,29.3,50.1,2010-03-01,2010,3
Nebraska,51.7,38.8,64.4,2010-04-01,2010,4
Nebraska,56.3,44.3,68.3,2010-05-01,2010,5
Nebraska,69.6,57.5,81.6,2010-06-01,2010,6
Nebraska,74.5,62.5,86.5,2010-07-01,2010,7
Nebraska,74.8,61.6,88.0,2010-08-01,2010,8
Nebraska,63.6,48.7,78.4,2010-09-01,2010,9
Nebraska,54.0,38.9,69.1,2010-10-01,2010,10
Nebraska,36.7,24.3,49.0,2010-11-01,2010,11
Nebraska,26.1,15.0,37.3,2010-12-01,2010,12
Nebraska,20.4,9.7,31.1,2011-01-01,2011,1
Nebraska,24.5,12.6,36.4,2011-02-01,2011,2
Nebraska,37.1,25.7,48.4,2011-03-01,2011,3
Nebraska,47.5,35.7,59.4,2011-04-01,2011,4
Nebraska,56.0,43.8,68.1,2011-05-01,2011,5
Nebraska,68.2,55.6,80.8,2011-06-01,2011,6
Nebraska,77.7,65.9,89.5,2011-07-01,2011,7
Nebraska,73.9,61.6,86.1,2011-08-01,2011,8
Nebraska,60.6,45.6,75.5,2011-09-01,2011,9
Nebraska,52.7,38.3,67.1,2011-10-01,2011,10
Nebraska,38.2,24.1,52.2,2011-11-01,2011,11
Nebraska,28.6,16.9,40.4,2011-12-01,2011,12
Nebraska,30.4,16.5,44.2,2012-01-01,2012,1
Nebraska,29.3,17.9,40.7,2012-02-01,2012,2
Nebraska,50.8,35.3,66.3,2012-03-01,2012,3
Nebraska,53.5,40.1,66.9,2012-04-01,2012,4
Nebraska,62.3,47.5,77.0,2012-05-01,2012,5
Nebraska,73.4,58.9,87.8,2012-06-01,2012,6
Nebraska,80.0,64.8,95.2,2012-07-01,2012,7
Nebraska,73.0,57.4,88.5,2012-08-01,2012,8
Nebraska,64.1,46.6,81.5,2012-09-01,2012,9
Nebraska,48.2,34.2,62.2,2012-10-01,2012,10
Nebraska,40.0,25.3,54.6,2012-11-01,2012,11
Nebraska,27.6,15.4,39.7,2012-12-01,2012,12
Nebraska,25.5,13.9,37.1,2013-01-01,2013,1
Nebraska,28.8,17.6,40.0,2013-02-01,2013,2
Nebraska,34.8,22.3,47.3,2013-03-01,2013,3
Nebraska,42.5,29.7,55.3,2013-04-01,2013,4
Nebraska,58.5,45.7,71.2,2013-05-01,2013,5
Nebraska,68.8,55.6,82.0,2013-06-01,2013,6
Nebraska,73.2,60.5,85.8,2013-07-01,2013,7
Nebraska,73.8,61.9,85.7,2013-08-01,2013,8
Nebraska,68.0,54.5,81.4,2013-09-01,2013,9
Nebraska,48.8,36.7,61.0,2013-10-01,2013,10
Nebraska,36.0,23.3,48.8,2013-11-01,2013,11
Nebraska,22.8,10.4,35.2,2013-12-01,2013,12
Nebraska,25.4,12.2,38.7,2014-01-01,2014,1
Nebraska,20.8,9.8,31.8,2014-02-01,2014,2
Nebraska,35.4,21.4,49.3,2014-03-01,2014,3
Nebraska,48.3,34.5,62.1,2014-04-01,2014,4
Nebraska,58.5,45.2,71.8,2014-05-01,2014,5
Nebraska,68.1,55.8,80.4,2014-06-01,2014,6
Nebraska,71.2,58.1,84.3,2014-07-01,2014,7
Nebraska,72.2,59.9,84.5,2014-08-01,2014,8
Nebraska,62.9,49.7,76.0,2014-09-01,2014,9
Nebraska,53.2,38.4,68.1,2014-10-01,2014,10
Nebraska,32.2,18.8,45.6,2014-11-01,2014,11
Nebraska,28.0,18.4,37.6,2014-12-01,2014,12
Nebraska,27.2,14.9,39.4,2015-01-01,2015,1
Nebraska,26.1,13.5,38.8,2015-02-01,2015,2
Nebraska,42.9,26.5,59.3,2015-03-01,2015,3
Nebraska,50.5,37.1,64.0,2015-04-01,2015,4
Nebraska,56.2,45.4,67.0,2015-05-01,2015,5
Nebraska,69.8,58.2,81.5,2015-06-01,2015,6
Nebraska,73.4,60.6,86.1,2015-07-01,2015,7
Nebraska,70.9,58.0,83.8,2015-08-01,2015,8
Nebraska,68.6,55.3,81.9,2015-09-01,2015,9
Nebraska,54.3,41.2,67.4,2015-10-01,2015,10
Nebraska,40.1,28.3,51.9,2015-11-01,2015,11
Nebraska,29.7,20.3,39.1,2015-12-01,2015,12
Nebraska,26.0,16.4,35.6,2016-01-01,2016,1
Nebraska,35.0,23.9,46.0,2016-02-01,2016,2
Nebraska,43.9,29.2,58.7,2016-03-01,2016,3
Nebraska,49.9,37.6,62.2,2016-04-01,2016,4
Nebraska,57.2,44.6,69.8,2016-05-01,2016,5
Nebraska,73.3,59.2,87.4,2016-06-01,2016,6
Nebraska,74.2,61.8,86.6,2016-07-01,2016,7
Nebraska,71.8,59.5,84.1,2016-08-01,2016,8
Nebraska,65.0,51.7,78.2,2016-09-01,2016,9
Nebraska,55.4,40.6,70.1,2016-10-01,2016,10
Nebraska,44.3,30.9,57.7,2016-11-01,2016,11
Nebraska,23.8,12.0,35.5,2016-12-01,2016,12
Nebraska,24.8,15.5,34.1,2017-01-01,2017,1
Nebraska,35.4,22.4,48.3,2017-02-01,2017,2
Nebraska,42.1,29.3,55.0,2017-03-01,2017,3
Nebraska,49.8,37.4,62.1,2017-04-01,2017,4
Nebraska,57.0,44.3,69.8,2017-05-01,2017,5
Nebraska,70.7,56.4,84.9,2017-06-01,2017,6
Nebraska,76.8,63.2,90.4,2017-07-01,2017,7
Nebraska,69.0,56.4,81.6,2017-08-01,2017,8
Nebraska,65.1,51.4,78.8,2017-09-01,2017,9
Nebraska,51.0,37.5,64.4,2017-10-01,2017,10
Nebraska,39.9,26.9,52.9,2017-11-01,2017,11
Nebraska,26.7,15.2,38.2,2017-12-01,2017,12
Nevada,34.2,22.0,46.4,1994-01-01,1994,1
Nevada,32.3,21.2,43.4,1994-02-01,1994,2
Nevada,44.9,31.4,58.5,1994-03-01,1994,3
Nevada,48.6,35.7,61.4,1994-04-01,1994,4
Nevada,57.2,43.6,70.8,1994-05-01,1994,5
Nevada,67.9,51.1,84.6,1994-06-01,1994,6
Nevada,75.2,58.8,91.5,1994-07-01,1994,7
Nevada,73.3,56.6,89.9,1994-08-01,1994,8
Nevada,63.7,47.6,79.7,1994-09-01,1994,9
Nevada,49.1,35.6,62.6,1994-10-01,1994,10
Nevada,31.0,21.0,41.0,1994-11-01,1994,11
Nevada,31.8,22.1,41.5,1994-12-01,1994,12
Nevada,34.1,27.3,41.0,1995-01-01,1995,1
Nevada,42.8,29.7,56.0,1995-02-01,1995,2
Nevada,40.0,29.4,50.6,1995-03-01,1995,3
Nevada,44.7,32.4,57.0,1995-04-01,1995,4
Nevada,51.6,40.1,63.0,1995-05-01,1995,5
Nevada,59.8,45.9,73.7,1995-06-01,1995,6
Nevada,70.3,54.0,86.6,1995-07-01,1995,7
Nevada,71.1,54.3,87.9,1995-08-01,1995,8
Nevada,64.3,47.9,80.8,1995-09-01,1995,9
Nevada,51.7,35.5,68.0,1995-10-01,1995,10
Nevada,45.6,31.2,60.1,1995-11-01,1995,11
Nevada,35.1,24.1,46.0,1995-12-01,1995,12
Nevada,34.2,23.5,44.9,1996-01-01,1996,1
Nevada,37.4,26.3,48.6,1996-02-01,1996,2
Nevada,42.0,28.9,55.1,1996-03-01,1996,3
Nevada,48.4,34.2,62.6,1996-04-01,1996,4
Nevada,56.0,42.2,69.9,1996-05-01,1996,5
Nevada,66.9,50.5,83.2,1996-06-01,1996,6
Nevada,75.3,59.2,91.3,1996-07-01,1996,7
Nevada,72.5,55.5,89.5,1996-08-01,1996,8
Nevada,60.9,45.1,76.8,1996-09-01,1996,9
Nevada,50.0,35.8,64.2,1996-10-01,1996,10
Nevada,40.7,29.2,52.2,1996-11-01,1996,11
Nevada,34.2,25.0,43.3,1996-12-01,1996,12
Nevada,32.0,22.8,41.1,1997-01-01,1997,1
Nevada,34.8,23.9,45.7,1997-02-01,1997,2
Nevada,44.5,29.9,59.1,1997-03-01,1997,3
Nevada,45.4,32.6,58.2,1997-04-01,1997,4
Nevada,60.5,45.2,75.7,1997-05-01,1997,5
Nevada,64.0,50.2,77.7,1997-06-01,1997,6
Nevada,70.1,54.6,85.6,1997-07-01,1997,7
Nevada,71.8,55.6,88.0,1997-08-01,1997,8
Nevada,63.3,48.9,77.7,1997-09-01,1997,9
Nevada,49.9,35.2,64.6,1997-10-01,1997,10
Nevada,41.0,29.3,52.7,1997-11-01,1997,11
Nevada,29.7,19.2,40.2,1997-12-01,1997,12
Nevada,35.2,25.3,45.0,1998-01-01,1998,1
Nevada,33.5,25.2,41.8,1998-02-01,1998,2
Nevada,40.3,28.7,51.9,1998-03-01,1998,3
Nevada,43.9,31.6,56.2,1998-04-01,1998,4
Nevada,50.0,37.9,62.1,1998-05-01,1998,5
Nevada,59.7,45.7,73.6,1998-06-01,1998,6
Nevada,73.8,57.6,90.0,1998-07-01,1998,7
Nevada,73.2,56.4,90.0,1998-08-01,1998,8
Nevada,62.9,49.7,76.0,1998-09-01,1998,9
Nevada,47.9,34.5,61.2,1998-10-01,1998,10
Nevada,39.5,28.8,50.3,1998-11-01,1998,11
Nevada,30.4,18.6,42.2,1998-12-01,1998,12
Nevada,34.5,23.1,45.8,1999-01-01,1999,1
Nevada,35.7,24.5,46.9,1999-02-01,1999,2
Nevada,41.2,27.7,54.7,1999-03-01,1999,3
Nevada,42.5,30.7,54.2,1999-04-01,1999,4
Nevada,54.0,39.7,68.3,1999-05-01,1999,5
Nevada,64.1,48.7,79.4,1999-06-01,1999,6
Nevada,71.5,55.5,87.4,1999-07-01,1999,7
Nevada,69.4,53.4,85.3,1999-08-01,1999,8
Nevada,62.8,46.6,79.0,1999-09-01,1999,9
Nevada,54.1,36.5,71.7,1999-10-01,1999,10
Nevada,44.6,30.0,59.1,1999-11-01,1999,11
Nevada,32.5,19.1,45.9,1999-12-01,1999,12
Nevada,35.0,24.7,45.4,2000-01-01,2000,1
Nevada,38.3,28.8,47.8,2000-02-01,2000,2
Nevada,41.0,28.6,53.4,2000-03-01,2000,3
Nevada,51.5,36.8,66.2,2000-04-01,2000,4
Nevada,58.6,43.8,73.3,2000-05-01,2000,5
Nevada,68.1,51.8,84.4,2000-06-01,2000,6
Nevada,72.4,55.3,89.5,2000-07-01,2000,7
Nevada,72.3,56.4,88.2,2000-08-01,2000,8
Nevada,62.2,46.1,78.2,2000-09-01,2000,9
Nevada,50.0,37.1,63.0,2000-10-01,2000,10
Nevada,33.8,22.2,45.4,2000-11-01,2000,11
Nevada,34.6,22.3,47.0,2000-12-01,2000,12
Nevada,29.7,18.5,40.8,2001-01-01,2001,1
Nevada,32.0,21.8,42.2,2001-02-01,2001,2
Nevada,43.8,31.7,56.0,2001-03-01,2001,3
Nevada,45.7,32.7,58.6,2001-04-01,2001,4
Nevada,61.8,45.5,78.0,2001-05-01,2001,5
Nevada,67.1,50.4,83.8,2001-06-01,2001,6
Nevada,72.0,56.2,87.8,2001-07-01,2001,7
Nevada,74.2,57.2,91.2,2001-08-01,2001,8
Nevada,65.5,48.8,82.2,2001-09-01,2001,9
Nevada,54.7,39.2,70.2,2001-10-01,2001,10
Nevada,41.6,29.5,53.6,2001-11-01,2001,11
Nevada,30.6,21.5,39.8,2001-12-01,2001,12
Nevada,30.8,20.1,41.5,2002-01-01,2002,1
Nevada,35.2,22.0,48.5,2002-02-01,2002,2
Nevada,38.2,24.8,51.5,2002-03-01,2002,3
Nevada,49.5,35.3,63.7,2002-04-01,2002,4
Nevada,55.7,40.2,71.1,2002-05-01,2002,5
Nevada,67.6,51.1,84.2,2002-06-01,2002,6
Nevada,76.3,59.6,93.0,2002-07-01,2002,7
Nevada,70.3,53.4,87.3,2002-08-01,2002,8
Nevada,63.2,47.4,79.0,2002-09-01,2002,9
Nevada,49.1,34.1,64.1,2002-10-01,2002,10
Nevada,40.2,27.2,53.1,2002-11-01,2002,11
Nevada,33.5,23.1,44.0,2002-12-01,2002,12
Nevada,40.7,28.8,52.6,2003-01-01,2003,1
Nevada,34.1,22.9,45.2,2003-02-01,2003,2
Nevada,42.7,30.2,55.2,2003-03-01,2003,3
Nevada,44.2,32.4,55.9,2003-04-01,2003,4
Nevada,57.0,42.6,71.5,2003-05-01,2003,5
Nevada,67.8,51.7,84.0,2003-06-01,2003,6
Nevada,77.0,60.0,93.9,2003-07-01,2003,7
Nevada,72.4,57.2,87.6,2003-08-01,2003,8
Nevada,64.8,48.5,81.1,2003-09-01,2003,9
Nevada,57.0,40.8,73.3,2003-10-01,2003,10
Nevada,35.9,25.5,46.3,2003-11-01,2003,11
Nevada,33.3,23.7,42.8,2003-12-01,2003,12
Nevada,30.4,19.4,41.4,2004-01-01,2004,1
Nevada,32.3,22.9,41.7,2004-02-01,2004,2
Nevada,47.9,33.6,62.2,2004-03-01,2004,3
Nevada,49.4,36.1,62.8,2004-04-01,2004,4
Nevada,56.8,41.8,71.7,2004-05-01,2004,5
Nevada,67.0,51.0,83.0,2004-06-01,2004,6
Nevada,73.8,57.8,89.7,2004-07-01,2004,7
Nevada,70.1,54.8,85.5,2004-08-01,2004,8
Nevada,61.5,45.5,77.5,2004-09-01,2004,9
Nevada,49.5,37.6,61.5,2004-10-01,2004,10
Nevada,37.8,27.3,48.3,2004-11-01,2004,11
Nevada,33.5,23.3,43.6,2004-12-01,2004,12
Nevada,32.4,23.8,41.0,2005-01-01,2005,1
Nevada,35.4,26.0,44.8,2005-02-01,2005,2
Nevada,41.5,29.5,53.6,2005-03-01,2005,3
Nevada,45.8,32.7,59.0,2005-04-01,2005,4
Nevada,56.3,43.2,69.4,2005-05-01,2005,5
Nevada,61.5,46.5,76.5,2005-06-01,2005,6
Nevada,75.9,59.1,92.7,2005-07-01,2005,7
Nevada,71.4,55.3,87.4,2005-08-01,2005,8
Nevada,60.1,43.7,76.4,2005-09-01,2005,9
Nevada,51.7,37.4,66.0,2005-10-01,2005,10
Nevada,42.1,29.0,55.1,2005-11-01,2005,11
Nevada,33.9,23.7,44.0,2005-12-01,2005,12
Nevada,34.1,23.8,44.4,2006-01-01,2006,1
Nevada,35.2,22.0,48.4,2006-02-01,2006,2
Nevada,35.8,24.8,46.8,2006-03-01,2006,3
Nevada,47.7,35.3,60.1,2006-04-01,2006,4
Nevada,59.0,44.0,74.0,2006-05-01,2006,5
Nevada,68.9,52.8,85.0,2006-06-01,2006,6
Nevada,76.2,60.4,92.0,2006-07-01,2006,7
Nevada,70.1,53.3,86.9,2006-08-01,2006,8
Nevada,61.5,45.1,77.9,2006-09-01,2006,9
Nevada,49.7,35.3,64.1,2006-10-01,2006,10
Nevada,40.2,27.3,53.2,2006-11-01,2006,11
Nevada,31.1,19.2,43.0,2006-12-01,2006,12
Nevada,27.4,14.6,40.2,2007-01-01,2007,1
Nevada,36.8,25.1,48.5,2007-02-01,2007,2
Nevada,45.9,31.6,60.2,2007-03-01,2007,3
Nevada,49.2,35.5,62.9,2007-04-01,2007,4
Nevada,58.8,43.0,74.7,2007-05-01,2007,5
Nevada,67.6,50.7,84.5,2007-06-01,2007,6
Nevada,76.9,60.4,93.3,2007-07-01,2007,7
Nevada,72.9,56.8,88.9,2007-08-01,2007,8
Nevada,61.4,45.8,76.9,2007-09-01,2007,9
Nevada,49.9,35.8,64.0,2007-10-01,2007,10
Nevada,42.3,28.4,56.3,2007-11-01,2007,11
Nevada,29.2,19.3,39.1,2007-12-01,2007,12
Nevada,27.6,17.6,37.6,2008-01-01,2008,1
Nevada,34.6,23.4,45.9,2008-02-01,2008,2
Nevada,40.2,27.2,53.2,2008-03-01,2008,3
Nevada,45.2,30.5,60.0,2008-04-01,2008,4
Nevada,54.2,40.3,68.2,2008-05-01,2008,5
Nevada,65.4,48.9,82.0,2008-06-01,2008,6
Nevada,74.3,57.6,91.0,2008-07-01,2008,7
Nevada,73.2,56.6,89.8,2008-08-01,2008,8
Nevada,63.9,47.0,80.8,2008-09-01,2008,9
Nevada,52.0,36.5,67.4,2008-10-01,2008,10
Nevada,44.4,32.3,56.4,2008-11-01,2008,11
Nevada,30.0,18.3,41.7,2008-12-01,2008,12
Nevada,34.4,22.8,46.0,2009-01-01,2009,1
Nevada,35.3,24.6,46.1,2009-02-01,2009,2
Nevada,40.0,27.1,53.0,2009-03-01,2009,3
Nevada,46.1,32.3,59.8,2009-04-01,2009,4
Nevada,60.6,45.6,75.7,2009-05-01,2009,5
Nevada,62.4,49.2,75.7,2009-06-01,2009,6
Nevada,74.1,57.7,90.4,2009-07-01,2009,7
Nevada,70.2,54.0,86.5,2009-08-01,2009,8
Nevada,66.7,50.0,83.4,2009-09-01,2009,9
Nevada,47.9,34.3,61.5,2009-10-01,2009,10
Nevada,40.7,26.6,54.8,2009-11-01,2009,11
Nevada,26.0,14.6,37.4,2009-12-01,2009,12
Nevada,32.9,23.4,42.4,2010-01-01,2010,1
Nevada,35.8,25.9,45.8,2010-02-01,2010,2
Nevada,39.9,27.7,52.2,2010-03-01,2010,3
Nevada,44.2,30.9,57.4,2010-04-01,2010,4
Nevada,49.2,35.8,62.6,2010-05-01,2010,5
Nevada,64.8,49.7,79.9,2010-06-01,2010,6
Nevada,74.1,57.7,90.4,2010-07-01,2010,7
Nevada,69.9,53.3,86.4,2010-08-01,2010,8
Nevada,63.9,45.9,82.0,2010-09-01,2010,9
Nevada,52.9,40.7,65.2,2010-10-01,2010,10
Nevada,37.4,26.0,48.8,2010-11-01,2010,11
Nevada,35.6,27.1,44.2,2010-12-01,2010,12
Nevada,32.9,21.7,44.1,2011-01-01,2011,1
Nevada,32.8,21.2,44.5,2011-02-01,2011,2
Nevada,40.6,29.5,51.8,2011-03-01,2011,3
Nevada,44.4,31.5,57.3,2011-04-01,2011,4
Nevada,50.8,37.4,64.1,2011-05-01,2011,5
Nevada,62.4,47.0,77.7,2011-06-01,2011,6
Nevada,71.9,55.8,88.1,2011-07-01,2011,7
Nevada,72.5,55.5,89.5,2011-08-01,2011,8
Nevada,65.6,49.3,82.0,2011-09-01,2011,9
Nevada,52.4,38.1,66.8,2011-10-01,2011,10
