State,   TAVG,   TMIN,   TMAX,Date,Year,Month
Alabama,40.8,30.8,50.9,1994-01-01,1994,1
Alabama,50.3,38.3,62.2,1994-02-01,1994,2
Alabama,55.8,42.3,69.2,1994-03-01,1994,3
Alabama,64.7,51.3,78.2,1994-04-01,1994,4
Alabama,68.4,56.2,80.6,1994-05-01,1994,5
Alabama,77.8,68.2,87.4,1994-06-01,1994,6
Alabama,77.6,68.5,86.6,1994-07-01,1994,7
Alabama,77.2,66.8,87.5,1994-08-01,1994,8
Alabama,72.2,61.0,83.4,1994-09-01,1994,9
Alabama,64.0,54.2,73.6,1994-10-01,1994,10
Alabama,58.0,46.4,69.6,1994-11-01,1994,11
Alabama,49.9,40.0,59.8,1994-12-01,1994,12
Alabama,45.4,34.9,56.0,1995-01-01,1995,1
Alabama,47.6,36.0,59.2,1995-02-01,1995,2
Alabama,58.2,46.9,69.6,1995-03-01,1995,3
Alabama,63.2,49.8,76.5,1995-04-01,1995,4
Alabama,72.1,60.5,83.7,1995-05-01,1995,5
Alabama,75.2,63.7,86.7,1995-06-01,1995,6
Alabama,81.1,69.5,92.8,1995-07-01,1995,7
Alabama,81.9,71.6,92.2,1995-08-01,1995,8
Alabama,73.7,62.0,85.5,1995-09-01,1995,9
Alabama,63.6,51.4,75.8,1995-10-01,1995,10
Alabama,49.7,37.5,61.8,1995-11-01,1995,11
Alabama,44.7,34.1,55.2,1995-12-01,1995,12
Alabama,43.5,31.7,55.4,1996-01-01,1996,1
Alabama,47.3,35.5,59.1,1996-02-01,1996,2
Alabama,50.9,39.0,62.8,1996-03-01,1996,3
Alabama,60.0,46.3,73.7,1996-04-01,1996,4
Alabama,73.0,60.5,85.4,1996-05-01,1996,5
Alabama,76.7,66.0,87.4,1996-06-01,1996,6
Alabama,79.6,69.0,90.2,1996-07-01,1996,7
Alabama,77.9,67.7,88.1,1996-08-01,1996,8
Alabama,72.1,61.3,83.0,1996-09-01,1996,9
Alabama,62.7,50.9,74.6,1996-10-01,1996,10
Alabama,52.7,41.5,64.0,1996-11-01,1996,11
Alabama,49.1,37.7,60.6,1996-12-01,1996,12
Alabama,45.9,35.8,56.0,1997-01-01,1997,1
Alabama,50.8,40.8,60.8,1997-02-01,1997,2
Alabama,61.2,48.4,74.0,1997-03-01,1997,3
Alabama,58.8,46.1,71.6,1997-04-01,1997,4
Alabama,67.2,55.1,79.2,1997-05-01,1997,5
Alabama,74.0,65.0,82.9,1997-06-01,1997,6
Alabama,80.1,70.0,90.2,1997-07-01,1997,7
Alabama,77.7,67.0,88.4,1997-08-01,1997,8
Alabama,74.8,62.4,87.2,1997-09-01,1997,9
Alabama,63.1,50.5,75.8,1997-10-01,1997,10
Alabama,50.0,39.2,60.7,1997-11-01,1997,11
Alabama,44.8,34.7,54.8,1997-12-01,1997,12
Alabama,47.8,37.8,57.7,1998-01-01,1998,1
Alabama,49.2,38.7,59.7,1998-02-01,1998,2
Alabama,53.4,42.2,64.7,1998-03-01,1998,3
Alabama,61.6,49.7,73.4,1998-04-01,1998,4
Alabama,73.6,60.8,86.3,1998-05-01,1998,5
Alabama,80.7,69.0,92.3,1998-06-01,1998,6
Alabama,81.8,71.7,91.8,1998-07-01,1998,7
Alabama,79.9,68.7,91.2,1998-08-01,1998,8
Alabama,77.4,66.5,88.2,1998-09-01,1998,9
Alabama,66.8,53.6,80.0,1998-10-01,1998,10
Alabama,57.9,46.2,69.6,1998-11-01,1998,11
Alabama,51.4,42.0,60.8,1998-12-01,1998,12
Alabama,49.4,37.4,61.3,1999-01-01,1999,1
Alabama,51.8,39.9,63.8,1999-02-01,1999,2
Alabama,52.8,39.5,66.2,1999-03-01,1999,3
Alabama,67.1,54.9,79.2,1999-04-01,1999,4
Alabama,69.5,56.6,82.3,1999-05-01,1999,5
Alabama,76.7,67.1,86.2,1999-06-01,1999,6
Alabama,80.5,70.5,90.5,1999-07-01,1999,7
Alabama,81.8,69.5,94.2,1999-08-01,1999,8
Alabama,73.3,59.8,86.8,1999-09-01,1999,9
Alabama,63.6,50.5,76.6,1999-10-01,1999,10
Alabama,56.2,42.2,70.1,1999-11-01,1999,11
Alabama,47.0,34.6,59.4,1999-12-01,1999,12
Alabama,46.5,35.9,57.1,2000-01-01,2000,1
Alabama,52.3,38.4,66.2,2000-02-01,2000,2
Alabama,58.9,45.6,72.1,2000-03-01,2000,3
Alabama,60.1,46.8,73.4,2000-04-01,2000,4
Alabama,74.0,61.6,86.3,2000-05-01,2000,5
Alabama,77.6,65.7,89.4,2000-06-01,2000,6
Alabama,81.9,68.9,94.9,2000-07-01,2000,7
Alabama,81.0,68.2,93.8,2000-08-01,2000,8
Alabama,73.9,62.6,85.2,2000-09-01,2000,9
Alabama,64.6,49.6,79.7,2000-10-01,2000,10
Alabama,52.8,42.0,63.6,2000-11-01,2000,11
Alabama,39.2,28.6,49.8,2000-12-01,2000,12
Alabama,41.2,29.9,52.5,2001-01-01,2001,1
Alabama,52.6,41.0,64.1,2001-02-01,2001,2
Alabama,51.4,41.1,61.8,2001-03-01,2001,3
Alabama,64.7,52.4,77.0,2001-04-01,2001,4
Alabama,70.6,57.8,83.4,2001-05-01,2001,5
Alabama,75.8,65.6,86.1,2001-06-01,2001,6
Alabama,79.7,69.4,90.0,2001-07-01,2001,7
Alabama,78.5,68.8,88.1,2001-08-01,2001,8
Alabama,71.9,61.2,82.6,2001-09-01,2001,9
Alabama,60.6,46.8,74.4,2001-10-01,2001,10
Alabama,58.8,44.1,73.6,2001-11-01,2001,11
Alabama,50.6,39.1,62.0,2001-12-01,2001,12
Alabama,46.8,35.3,58.3,2002-01-01,2002,1
Alabama,46.0,33.3,58.8,2002-02-01,2002,2
Alabama,55.0,41.6,68.4,2002-03-01,2002,3
Alabama,66.4,54.8,78.1,2002-04-01,2002,4
Alabama,70.2,58.2,82.3,2002-05-01,2002,5
Alabama,77.2,65.9,88.5,2002-06-01,2002,6
Alabama,80.3,69.8,90.8,2002-07-01,2002,7
Alabama,79.7,68.6,90.8,2002-08-01,2002,8
Alabama,77.3,67.7,86.9,2002-09-01,2002,9
Alabama,67.8,59.7,75.8,2002-10-01,2002,10
Alabama,51.0,39.9,62.2,2002-11-01,2002,11
Alabama,45.2,34.1,56.3,2002-12-01,2002,12
Alabama,40.0,28.4,51.5,2003-01-01,2003,1
Alabama,48.0,37.2,58.7,2003-02-01,2003,2
Alabama,57.6,46.9,68.3,2003-03-01,2003,3
Alabama,63.3,50.8,75.8,2003-04-01,2003,4
Alabama,71.6,61.6,81.7,2003-05-01,2003,5
Alabama,75.6,65.7,85.5,2003-06-01,2003,6
Alabama,78.5,69.2,87.8,2003-07-01,2003,7
Alabama,79.4,69.9,89.0,2003-08-01,2003,8
Alabama,73.1,61.6,84.6,2003-09-01,2003,9
Alabama,63.5,51.1,75.9,2003-10-01,2003,10
Alabama,58.2,45.6,70.9,2003-11-01,2003,11
Alabama,44.0,31.6,56.3,2003-12-01,2003,12
Alabama,44.2,32.6,55.8,2004-01-01,2004,1
Alabama,45.4,36.0,54.6,2004-02-01,2004,2
Alabama,59.0,45.4,72.5,2004-03-01,2004,3
Alabama,61.2,47.1,75.2,2004-04-01,2004,4
Alabama,72.7,61.3,84.1,2004-05-01,2004,5
Alabama,76.8,67.9,85.7,2004-06-01,2004,6
Alabama,79.2,68.8,89.5,2004-07-01,2004,7
Alabama,76.3,65.6,87.0,2004-08-01,2004,8
Alabama,73.8,63.9,83.8,2004-09-01,2004,9
Alabama,68.5,58.5,78.4,2004-10-01,2004,10
Alabama,57.8,48.0,67.5,2004-11-01,2004,11
Alabama,45.1,33.4,56.8,2004-12-01,2004,12
Alabama,49.2,38.1,60.4,2005-01-01,2005,1
Alabama,51.2,40.8,61.6,2005-02-01,2005,2
Alabama,53.5,41.7,65.4,2005-03-01,2005,3
Alabama,61.0,47.8,74.2,2005-04-01,2005,4
Alabama,68.3,55.4,81.2,2005-05-01,2005,5
Alabama,76.7,66.9,86.6,2005-06-01,2005,6
Alabama,80.4,71.2,89.5,2005-07-01,2005,7
Alabama,80.5,71.0,90.0,2005-08-01,2005,8
Alabama,76.9,65.2,88.7,2005-09-01,2005,9
Alabama,63.8,51.1,76.5,2005-10-01,2005,10
Alabama,55.8,42.7,68.9,2005-11-01,2005,11
Alabama,43.4,31.3,55.4,2005-12-01,2005,12
Alabama,51.1,39.2,63.1,2006-01-01,2006,1
Alabama,46.1,34.8,57.3,2006-02-01,2006,2
Alabama,56.1,43.0,69.2,2006-03-01,2006,3
Alabama,67.5,53.7,81.2,2006-04-01,2006,4
Alabama,70.4,58.5,82.4,2006-05-01,2006,5
Alabama,78.1,64.7,91.4,2006-06-01,2006,6
Alabama,81.9,69.8,93.9,2006-07-01,2006,7
Alabama,82.3,71.0,93.6,2006-08-01,2006,8
Alabama,72.8,60.7,84.8,2006-09-01,2006,9
Alabama,61.9,48.8,75.0,2006-10-01,2006,10
Alabama,52.8,39.8,65.8,2006-11-01,2006,11
Alabama,49.4,36.9,61.8,2006-12-01,2006,12
Alabama,46.7,36.4,57.0,2007-01-01,2007,1
Alabama,44.8,32.1,57.6,2007-02-01,2007,2
Alabama,60.0,45.4,74.6,2007-03-01,2007,3
Alabama,60.0,46.8,73.2,2007-04-01,2007,4
Alabama,71.2,57.0,85.3,2007-05-01,2007,5
Alabama,78.8,65.8,91.8,2007-06-01,2007,6
Alabama,79.2,69.2,89.3,2007-07-01,2007,7
Alabama,84.4,71.9,96.8,2007-08-01,2007,8
Alabama,76.0,64.5,87.5,2007-09-01,2007,9
Alabama,66.5,54.6,78.3,2007-10-01,2007,10
Alabama,53.6,39.9,67.4,2007-11-01,2007,11
Alabama,51.6,40.6,62.6,2007-12-01,2007,12
Alabama,43.0,32.1,53.9,2008-01-01,2008,1
Alabama,49.2,36.1,62.2,2008-02-01,2008,2
Alabama,55.2,41.2,69.1,2008-03-01,2008,3
Alabama,62.8,50.6,75.0,2008-04-01,2008,4
Alabama,70.3,58.5,82.1,2008-05-01,2008,5
Alabama,78.7,66.8,90.6,2008-06-01,2008,6
Alabama,80.0,68.4,91.6,2008-07-01,2008,7
Alabama,78.4,68.4,88.3,2008-08-01,2008,8
Alabama,74.5,64.2,84.8,2008-09-01,2008,9
Alabama,62.2,50.0,74.3,2008-10-01,2008,10
Alabama,51.0,37.5,64.5,2008-11-01,2008,11
Alabama,49.7,39.1,60.3,2008-12-01,2008,12
Alabama,45.3,33.8,56.7,2009-01-01,2009,1
Alabama,48.2,34.8,61.5,2009-02-01,2009,2
Alabama,57.3,45.6,68.9,2009-03-01,2009,3
Alabama,61.4,48.6,74.2,2009-04-01,2009,4
Alabama,71.2,62.2,80.3,2009-05-01,2009,5
Alabama,79.4,68.0,90.7,2009-06-01,2009,6
Alabama,78.1,67.3,88.9,2009-07-01,2009,7
Alabama,78.0,68.1,87.8,2009-08-01,2009,8
Alabama,75.0,66.6,83.5,2009-09-01,2009,9
Alabama,62.8,52.9,72.8,2009-10-01,2009,10
Alabama,53.4,41.2,65.7,2009-11-01,2009,11
Alabama,44.8,35.5,54.1,2009-12-01,2009,12
Alabama,40.0,29.2,50.8,2010-01-01,2010,1
Alabama,40.6,30.3,50.8,2010-02-01,2010,2
Alabama,51.2,39.7,62.6,2010-03-01,2010,3
Alabama,64.2,49.7,78.6,2010-04-01,2010,4
Alabama,73.3,62.3,84.3,2010-05-01,2010,5
Alabama,80.9,70.1,91.6,2010-06-01,2010,6
Alabama,82.6,71.9,93.2,2010-07-01,2010,7
Alabama,83.0,72.6,93.3,2010-08-01,2010,8
Alabama,76.9,63.1,90.6,2010-09-01,2010,9
Alabama,64.3,48.4,80.1,2010-10-01,2010,10
Alabama,55.2,42.3,68.1,2010-11-01,2010,11
Alabama,40.3,28.9,51.8,2010-12-01,2010,12
Alabama,41.1,30.2,52.0,2011-01-01,2011,1
Alabama,49.5,37.2,61.8,2011-02-01,2011,2
Alabama,57.8,45.6,70.0,2011-03-01,2011,3
Alabama,65.7,52.6,78.8,2011-04-01,2011,4
Alabama,69.9,56.8,83.0,2011-05-01,2011,5
Alabama,81.3,68.5,94.0,2011-06-01,2011,6
Alabama,81.7,71.4,91.9,2011-07-01,2011,7
Alabama,81.8,69.4,94.2,2011-08-01,2011,8
Alabama,72.1,60.9,83.4,2011-09-01,2011,9
Alabama,60.6,46.6,74.6,2011-10-01,2011,10
Alabama,55.3,43.1,67.5,2011-11-01,2011,11
Alabama,49.3,38.4,60.2,2011-12-01,2011,12
Alabama,50.1,38.0,62.3,2012-01-01,2012,1
Alabama,52.1,41.8,62.3,2012-02-01,2012,2
Alabama,64.6,52.8,76.3,2012-03-01,2012,3
Alabama,65.0,52.4,77.6,2012-04-01,2012,4
Alabama,73.4,61.4,85.3,2012-05-01,2012,5
Alabama,76.8,65.3,88.4,2012-06-01,2012,6
Alabama,81.6,70.9,92.3,2012-07-01,2012,7
Alabama,78.1,68.3,87.9,2012-08-01,2012,8
Alabama,73.0,61.9,84.1,2012-09-01,2012,9
Alabama,62.2,50.0,74.4,2012-10-01,2012,10
Alabama,51.2,37.0,65.5,2012-11-01,2012,11
Alabama,50.9,40.0,61.8,2012-12-01,2012,12
Alabama,50.0,40.3,59.9,2013-01-01,2013,1
Alabama,48.0,37.2,58.9,2013-02-01,2013,2
Alabama,49.8,37.2,62.3,2013-03-01,2013,3
Alabama,62.2,50.0,74.3,2013-04-01,2013,4
Alabama,68.2,56.8,79.6,2013-05-01,2013,5
Alabama,78.0,68.2,87.7,2013-06-01,2013,6
Alabama,77.7,69.2,86.1,2013-07-01,2013,7
Alabama,77.9,68.6,87.1,2013-08-01,2013,8
Alabama,75.0,63.8,86.1,2013-09-01,2013,9
Alabama,64.9,53.5,76.3,2013-10-01,2013,10
Alabama,51.6,40.0,63.3,2013-11-01,2013,11
Alabama,47.9,37.6,58.2,2013-12-01,2013,12
Alabama,37.3,24.7,49.8,2014-01-01,2014,1
Alabama,47.3,35.9,58.7,2014-02-01,2014,2
Alabama,52.3,39.6,65.0,2014-03-01,2014,3
Alabama,62.4,50.1,74.8,2014-04-01,2014,4
Alabama,70.2,58.2,82.2,2014-05-01,2014,5
Alabama,77.9,67.9,87.8,2014-06-01,2014,6
Alabama,77.8,67.2,88.4,2014-07-01,2014,7
Alabama,79.5,67.9,91.1,2014-08-01,2014,8
Alabama,76.3,65.7,87.0,2014-09-01,2014,9
Alabama,65.2,52.0,78.4,2014-10-01,2014,10
Alabama,48.2,35.3,61.2,2014-11-01,2014,11
Alabama,50.0,39.8,60.2,2014-12-01,2014,12
Alabama,43.6,32.5,54.6,2015-01-01,2015,1
Alabama,41.3,30.0,52.6,2015-02-01,2015,2
Alabama,57.8,46.8,68.8,2015-03-01,2015,3
Alabama,66.0,55.5,76.6,2015-04-01,2015,4
Alabama,71.8,60.0,83.7,2015-05-01,2015,5
Alabama,78.8,68.2,89.5,2015-06-01,2015,6
Alabama,81.6,71.2,91.9,2015-07-01,2015,7
Alabama,79.0,68.2,89.8,2015-08-01,2015,8
Alabama,74.4,63.6,85.1,2015-09-01,2015,9
Alabama,65.0,53.4,76.6,2015-10-01,2015,10
Alabama,59.2,49.1,69.3,2015-11-01,2015,11
Alabama,56.9,47.0,66.8,2015-12-01,2015,12
Alabama,43.0,32.6,53.5,2016-01-01,2016,1
Alabama,49.8,38.2,61.4,2016-02-01,2016,2
Alabama,59.7,47.9,71.4,2016-03-01,2016,3
Alabama,63.6,51.3,75.9,2016-04-01,2016,4
Alabama,70.2,58.5,82.0,2016-05-01,2016,5
Alabama,79.2,67.5,91.0,2016-06-01,2016,6
Alabama,82.0,71.1,92.8,2016-07-01,2016,7
Alabama,81.6,71.7,91.4,2016-08-01,2016,8
Alabama,78.6,66.3,90.8,2016-09-01,2016,9
Alabama,68.5,53.6,83.3,2016-10-01,2016,10
Alabama,57.8,42.6,73.0,2016-11-01,2016,11
Alabama,50.1,39.6,60.6,2016-12-01,2016,12
Alabama,52.3,41.9,62.7,2017-01-01,2017,1
Alabama,55.5,43.3,67.7,2017-02-01,2017,2
Alabama,58.3,46.0,70.7,2017-03-01,2017,3
Alabama,67.1,54.1,80.2,2017-04-01,2017,4
Alabama,70.0,58.1,81.8,2017-05-01,2017,5
Alabama,75.8,66.7,84.8,2017-06-01,2017,6
Alabama,80.5,70.4,90.6,2017-07-01,2017,7
Alabama,78.7,69.4,87.9,2017-08-01,2017,8
Alabama,73.4,62.4,84.5,2017-09-01,2017,9
Alabama,65.8,54.4,77.2,2017-10-01,2017,10
Alabama,55.6,43.1,68.0,2017-11-01,2017,11
Alabama,47.0,37.1,57.0,2017-12-01,2017,12
Alaska,7.4,1.7,13.1,1994-01-01,1994,1
Alaska,4.1,-3.3,11.5,1994-02-01,1994,2
Alaska,9.0,1.0,17.0,1994-03-01,1994,3
Alaska,25.6,17.4,33.9,1994-04-01,1994,4
Alaska,40.3,31.7,48.9,1994-05-01,1994,5
Alaska,49.4,40.7,58.2,1994-06-01,1994,6
Alaska,54.4,46.0,62.9,1994-07-01,1994,7
Alaska,51.8,44.2,59.4,1994-08-01,1994,8
Alaska,39.8,32.8,46.8,1994-09-01,1994,9
Alaska,22.8,17.0,28.6,1994-10-01,1994,10
Alaska,6.9,-0.1,13.9,1994-11-01,1994,11
Alaska,2.8,-4.2,9.8,1994-12-01,1994,12
Alaska,5.0,-1.5,11.5,1995-01-01,1995,1
Alaska,8.4,0.6,16.1,1995-02-01,1995,2
Alaska,6.5,-3.0,16.0,1995-03-01,1995,3
Alaska,30.0,21.8,38.1,1995-04-01,1995,4
Alaska,42.7,33.9,51.4,1995-05-01,1995,5
Alaska,49.8,41.2,58.3,1995-06-01,1995,6
Alaska,53.8,45.9,61.7,1995-07-01,1995,7
Alaska,49.6,42.2,57.1,1995-08-01,1995,8
Alaska,45.9,39.2,52.6,1995-09-01,1995,9
Alaska,27.0,21.2,32.8,1995-10-01,1995,10
Alaska,9.0,2.8,15.1,1995-11-01,1995,11
Alaska,5.6,0.2,10.9,1995-12-01,1995,12
Alaska,-2.4,-8.9,4.0,1996-01-01,1996,1
Alaska,4.0,-4.4,12.5,1996-02-01,1996,2
Alaska,17.7,8.1,27.2,1996-03-01,1996,3
Alaska,23.7,14.3,33.2,1996-04-01,1996,4
Alaska,40.4,30.7,50.2,1996-05-01,1996,5
Alaska,49.6,40.7,58.6,1996-06-01,1996,6
Alaska,53.6,45.3,61.8,1996-07-01,1996,7
Alaska,47.4,39.8,54.9,1996-08-01,1996,8
Alaska,37.3,30.0,44.6,1996-09-01,1996,9
Alaska,17.1,9.4,24.9,1996-10-01,1996,10
Alaska,11.6,5.6,17.7,1996-11-01,1996,11
Alaska,0.9,-5.8,7.5,1996-12-01,1996,12
Alaska,-0.3,-7.2,6.7,1997-01-01,1997,1
Alaska,15.1,8.5,21.7,1997-02-01,1997,2
Alaska,7.7,-2.0,17.4,1997-03-01,1997,3
Alaska,27.5,17.9,37.1,1997-04-01,1997,4
Alaska,41.0,31.6,50.4,1997-05-01,1997,5
Alaska,52.2,42.6,61.9,1997-06-01,1997,6
Alaska,55.4,46.7,64.0,1997-07-01,1997,7
Alaska,52.2,45.1,59.2,1997-08-01,1997,8
Alaska,44.6,37.4,51.7,1997-09-01,1997,9
Alaska,20.3,13.4,27.2,1997-10-01,1997,10
Alaska,18.1,12.2,24.1,1997-11-01,1997,11
Alaska,3.7,-3.1,10.6,1997-12-01,1997,12
Alaska,0.6,-5.8,7.0,1998-01-01,1998,1
Alaska,10.4,3.2,17.7,1998-02-01,1998,2
Alaska,20.2,11.7,28.8,1998-03-01,1998,3
Alaska,30.6,22.9,38.2,1998-04-01,1998,4
Alaska,39.2,31.5,47.0,1998-05-01,1998,5
Alaska,49.9,41.7,58.1,1998-06-01,1998,6
Alaska,54.8,46.7,62.9,1998-07-01,1998,7
Alaska,47.7,41.2,54.1,1998-08-01,1998,8
Alaska,41.6,35.0,48.2,1998-09-01,1998,9
Alaska,27.4,20.8,33.9,1998-10-01,1998,10
Alaska,15.0,9.4,20.7,1998-11-01,1998,11
Alaska,3.8,-2.8,10.5,1998-12-01,1998,12
Alaska,-3.3,-11.0,4.4,1999-01-01,1999,1
Alaska,-3.7,-11.6,4.3,1999-02-01,1999,2
Alaska,9.1,-0.1,18.4,1999-03-01,1999,3
Alaska,23.6,15.0,32.1,1999-04-01,1999,4
Alaska,37.4,28.9,45.9,1999-05-01,1999,5
Alaska,51.0,42.0,60.0,1999-06-01,1999,6
Alaska,53.2,45.1,61.3,1999-07-01,1999,7
Alaska,51.1,43.4,58.9,1999-08-01,1999,8
Alaska,41.9,34.6,49.1,1999-09-01,1999,9
Alaska,22.8,17.2,28.5,1999-10-01,1999,10
Alaska,8.0,1.8,14.2,1999-11-01,1999,11
Alaska,-2.6,-9.6,4.5,1999-12-01,1999,12
Alaska,0.7,-6.1,7.5,2000-01-01,2000,1
Alaska,16.2,9.5,23.0,2000-02-01,2000,2
Alaska,17.2,9.7,24.8,2000-03-01,2000,3
Alaska,24.5,15.4,33.6,2000-04-01,2000,4
Alaska,35.4,27.0,43.6,2000-05-01,2000,5
Alaska,51.2,41.6,60.8,2000-06-01,2000,6
Alaska,51.8,44.0,59.4,2000-07-01,2000,7
Alaska,47.4,40.5,54.3,2000-08-01,2000,8
Alaska,38.6,32.1,44.9,2000-09-01,2000,9
Alaska,24.8,18.4,31.3,2000-10-01,2000,10
Alaska,18.2,12.8,23.6,2000-11-01,2000,11
Alaska,14.5,8.7,20.4,2000-12-01,2000,12
Alaska,15.7,9.8,21.6,2001-01-01,2001,1
Alaska,14.7,7.0,22.3,2001-02-01,2001,2
Alaska,12.0,4.1,19.9,2001-03-01,2001,3
Alaska,25.1,17.0,33.3,2001-04-01,2001,4
Alaska,32.7,24.3,41.1,2001-05-01,2001,5
Alaska,50.8,41.1,60.5,2001-06-01,2001,6
Alaska,52.1,45.1,59.1,2001-07-01,2001,7
Alaska,50.4,43.0,57.8,2001-08-01,2001,8
Alaska,42.4,34.7,50.2,2001-09-01,2001,9
Alaska,21.8,15.9,27.7,2001-10-01,2001,10
Alaska,9.7,3.4,16.0,2001-11-01,2001,11
Alaska,0.6,-6.3,7.6,2001-12-01,2001,12
Alaska,9.5,3.0,16.1,2002-01-01,2002,1
Alaska,8.7,1.5,16.0,2002-02-01,2002,2
Alaska,15.4,5.9,24.9,2002-03-01,2002,3
Alaska,21.5,12.2,30.8,2002-04-01,2002,4
Alaska,41.1,31.7,50.5,2002-05-01,2002,5
Alaska,50.0,40.6,59.3,2002-06-01,2002,6
Alaska,53.4,44.8,62.0,2002-07-01,2002,7
Alaska,49.2,41.0,57.4,2002-08-01,2002,8
Alaska,42.7,36.1,49.3,2002-09-01,2002,9
Alaska,31.8,26.1,37.4,2002-10-01,2002,10
Alaska,24.1,19.0,29.2,2002-11-01,2002,11
Alaska,13.6,8.5,18.6,2002-12-01,2002,12
Alaska,10.2,3.3,17.1,2003-01-01,2003,1
Alaska,16.5,10.8,22.2,2003-02-01,2003,2
Alaska,11.0,1.9,20.0,2003-03-01,2003,3
Alaska,27.8,18.6,37.0,2003-04-01,2003,4
Alaska,38.4,30.0,46.8,2003-05-01,2003,5
Alaska,51.2,42.1,60.2,2003-06-01,2003,6
Alaska,53.5,45.0,61.9,2003-07-01,2003,7
Alaska,50.6,42.6,58.5,2003-08-01,2003,8
Alaska,39.0,31.0,46.9,2003-09-01,2003,9
Alaska,31.7,25.7,37.7,2003-10-01,2003,10
Alaska,14.8,8.6,21.1,2003-11-01,2003,11
Alaska,4.6,-2.0,11.3,2003-12-01,2003,12
Alaska,-0.4,-7.5,6.8,2004-01-01,2004,1
Alaska,10.1,3.2,17.0,2004-02-01,2004,2
Alaska,10.0,1.3,18.8,2004-03-01,2004,3
Alaska,28.7,20.4,37.0,2004-04-01,2004,4
Alaska,43.2,34.8,51.6,2004-05-01,2004,5
Alaska,55.1,45.3,64.9,2004-06-01,2004,6
Alaska,57.3,48.4,66.2,2004-07-01,2004,7
Alaska,55.3,45.6,64.9,2004-08-01,2004,8
Alaska,37.4,29.9,44.9,2004-09-01,2004,9
Alaska,29.5,24.1,34.8,2004-10-01,2004,10
Alaska,16.9,11.1,22.7,2004-11-01,2004,11
Alaska,8.8,2.2,15.4,2004-12-01,2004,12
Alaska,6.7,-0.1,13.4,2005-01-01,2005,1
Alaska,8.0,0.4,15.7,2005-02-01,2005,2
Alaska,18.5,10.7,26.2,2005-03-01,2005,3
Alaska,24.5,14.3,34.7,2005-04-01,2005,4
Alaska,43.7,34.2,53.2,2005-05-01,2005,5
Alaska,52.5,42.8,62.2,2005-06-01,2005,6
Alaska,54.4,45.6,63.1,2005-07-01,2005,7
Alaska,52.6,44.2,60.9,2005-08-01,2005,8
Alaska,42.9,37.4,48.4,2005-09-01,2005,9
Alaska,27.4,21.6,33.1,2005-10-01,2005,10
Alaska,5.1,-0.8,11.0,2005-11-01,2005,11
Alaska,13.9,7.9,19.8,2005-12-01,2005,12
Alaska,-4.7,-10.9,1.4,2006-01-01,2006,1
Alaska,12.4,4.3,20.5,2006-02-01,2006,2
Alaska,7.7,-1.5,16.9,2006-03-01,2006,3
Alaska,20.8,12.3,29.2,2006-04-01,2006,4
Alaska,40.0,31.0,49.0,2006-05-01,2006,5
Alaska,49.1,40.8,57.3,2006-06-01,2006,6
Alaska,53.0,45.2,60.9,2006-07-01,2006,7
Alaska,48.3,41.4,55.2,2006-08-01,2006,8
Alaska,44.3,36.9,51.6,2006-09-01,2006,9
Alaska,31.6,26.3,36.9,2006-10-01,2006,10
Alaska,6.2,-0.2,12.6,2006-11-01,2006,11
Alaska,8.1,1.8,14.3,2006-12-01,2006,12
Alaska,5.5,-1.1,12.1,2007-01-01,2007,1
Alaska,6.1,-1.6,13.9,2007-02-01,2007,2
Alaska,-0.2,-9.8,9.4,2007-03-01,2007,3
Alaska,29.9,21.2,38.6,2007-04-01,2007,4
Alaska,39.4,30.5,48.4,2007-05-01,2007,5
Alaska,51.0,41.9,60.1,2007-06-01,2007,6
Alaska,55.5,47.0,63.9,2007-07-01,2007,7
Alaska,53.2,44.5,62.0,2007-08-01,2007,8
Alaska,43.5,37.2,49.8,2007-09-01,2007,9
Alaska,25.3,19.9,30.8,2007-10-01,2007,10
Alaska,19.8,14.4,25.2,2007-11-01,2007,11
Alaska,8.0,1.8,14.2,2007-12-01,2007,12
Alaska,0.4,-6.8,7.5,2008-01-01,2008,1
Alaska,1.7,-6.6,10.0,2008-02-01,2008,2
Alaska,12.6,4.8,20.5,2008-03-01,2008,3
Alaska,23.0,14.5,31.4,2008-04-01,2008,4
Alaska,39.1,30.7,47.5,2008-05-01,2008,5
Alaska,48.8,40.6,57.1,2008-06-01,2008,6
Alaska,51.2,43.6,58.8,2008-07-01,2008,7
Alaska,48.4,40.2,56.6,2008-08-01,2008,8
Alaska,41.2,34.3,48.2,2008-09-01,2008,9
Alaska,18.9,11.8,26.0,2008-10-01,2008,10
Alaska,9.6,3.3,15.9,2008-11-01,2008,11
Alaska,6.0,-0.6,12.6,2008-12-01,2008,12
Alaska,-0.2,-7.2,6.7,2009-01-01,2009,1
Alaska,5.1,-3.8,14.0,2009-02-01,2009,2
Alaska,7.1,-1.0,15.1,2009-03-01,2009,3
Alaska,24.1,15.1,33.0,2009-04-01,2009,4
Alaska,40.4,30.8,50.1,2009-05-01,2009,5
Alaska,49.8,41.0,58.6,2009-06-01,2009,6
Alaska,56.1,46.5,65.6,2009-07-01,2009,7
Alaska,49.0,41.2,56.7,2009-08-01,2009,8
Alaska,41.6,34.3,48.9,2009-09-01,2009,9
Alaska,30.5,25.0,36.0,2009-10-01,2009,10
Alaska,7.4,1.0,13.9,2009-11-01,2009,11
Alaska,10.2,4.1,16.3,2009-12-01,2009,12
